row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FCGR1A	197.104276374683	1.8684882462057	0.256139757268384	7.29479978482174	2.99103529773777e-13	3.16002879205995e-09
SERPING1	164.969518815087	1.72302384136744	0.283166669574371	6.08483987171697	1.16607792777357e-09	6.15980665346387e-06
FCGR1B	264.075991446612	1.31706367955083	0.219213746317898	6.00812541035113	1.87680647572917e-09	6.60948680535958e-06
PARP9	1058.00111680599	0.785162227275464	0.134174559793497	5.85179655878041	4.86291240775168e-09	8.97633933037387e-06
SORT1	652.38142175636	0.864793828533268	0.148635212629546	5.81822983419586	5.94740892689230e-09	8.97633933037387e-06
GBP1	860.252475859477	1.2566775786771	0.215871679607037	5.82141011254786	5.83531862645023e-09	8.97633933037387e-06
BATF2	109.793715929658	1.8783054861213	0.321609523577794	5.84032918312183	5.20977781026665e-09	8.97633933037387e-06
GNS	1266.35944380442	0.585819189158468	0.101179990122412	5.78987197418896	7.04400944462207e-09	9.30249497280402e-06
STAT1	3039.5821572971	0.727889761665674	0.128084484752058	5.68288784605489	1.32439125015892e-08	1.3992193557929e-05
DOCK4	332.117142324014	0.937676097859167	0.164619342151505	5.69602627251536	1.22631988355253e-08	1.3992193557929e-05
TMC8	1457.01657462829	-0.384388299718276	0.0680460292337633	-5.64894533959888	1.61435171729892e-08	1.54279950143688e-05
SECTM1	1893.57674212732	0.80352926648056	0.142600545859971	5.63482602142068	1.75235153972954e-08	1.54279950143688e-05
DAAM2	228.585222007091	2.8830021367779	0.524964940148056	5.49179938752634	3.97859174064604e-08	3.23337090307119e-05
PLAUR	666.917951762523	0.631119645203075	0.115563801429703	5.46122260946031	4.72866656842149e-08	3.48744684826757e-05
SLC8A1	659.010221550849	0.837845121170519	0.153647166278418	5.45304636241905	4.95141530752613e-08	3.48744684826757e-05
GBP2	1877.6314724683	0.696536543874769	0.128231066017973	5.43188609051366	5.57615147241644e-08	3.68200251912998e-05
NLRC4	290.576733206525	0.784965538376844	0.1452632918674	5.40374328769434	6.52643318993069e-08	4.05598627362457e-05
ENGASE	307.559861350378	-0.518446810046317	0.0965539611070173	-5.36950327156114	7.89538048003392e-08	4.63414970953102e-05
MCTP1	435.037552738159	0.556606141849951	0.104102611211593	5.34670682485211	8.95689198928739e-08	4.98050336141164e-05
TNFSF13B	427.548877581683	0.636965162456883	0.119855197539002	5.31445590625811	1.06976481132963e-07	5.38193582461789e-05
ANKRD22	41.408846899879	2.06750272842282	0.388689849271427	5.31915801840007	1.04248565022011e-07	5.38193582461789e-05
DPYD	1229.24772812241	0.421765742807767	0.0799071587881163	5.2781972129197	1.30461016861763e-07	6.26509383247512e-05
GRB10	207.282083218073	1.46746452007512	0.283159208881408	5.18247146498324	2.18964874000738e-07	0.000100581038861643
IFITM3	1413.26167658314	1.24083780312106	0.239823557294503	5.17396129520884	2.29182318999295e-07	0.000100887966676148
LPCAT2	808.35829547033	0.712951392367199	0.138452384548588	5.14943382659472	2.61273931057853e-07	0.000110414363265049
TMCC2	722.142959393158	1.2468098559085	0.242990255791221	5.13111051243047	2.88037726955448e-07	0.000117043022510935
SH2D1B	81.55956268765	-0.911621806940481	0.178147520245877	-5.11722984233668	3.10055702467968e-07	0.000117636880505425
FCER1G	566.068084037698	0.595438007467205	0.116427924346303	5.11421989879453	3.15040184801154e-07	0.000117636880505425
NUCB1	1160.60085695977	0.614439756421553	0.12083150945115	5.08509542926766	3.67441273703648e-07	0.000117636880505425
UBE2L6	815.129277847674	0.758714306500453	0.148684682842141	5.10284107278206	3.34591977805737e-07	0.000117636880505425
FBXO6	128.415887607189	0.792637702933488	0.155242768179727	5.10579469966575	3.29407175888883e-07	0.000117636880505425
CACNA1E	149.862610269054	1.12605842175865	0.221200150150557	5.0906765704825	3.56788153721894e-07	0.000117636880505425
CD274	120.887182794683	1.29452030108766	0.254062752617434	5.09527779161292	3.48230255267824e-07	0.000117636880505425
AFF1	1905.98695422589	0.505002912636435	0.0995189863285237	5.0744378662516	3.8864319437659e-07	0.000120765157311432
TMEM63A	1426.14575344836	-0.298517236118976	0.0593125139720491	-5.03295537699938	4.82975579484191e-07	0.000126009488413541
BRI3	587.470847376229	0.50486604187146	0.0998070182751437	5.05842224922166	4.22739545740368e-07	0.000126009488413541
SIPA1L1	1314.50840964285	0.515426226528826	0.102430086717749	5.03198076898156	4.85437970396252e-07	0.000126009488413541
SAT1	1309.6812983175	0.558242724239498	0.110691480883387	5.04323114827243	4.57735746125153e-07	0.000126009488413541
ABCA1	1021.30768770068	0.783890659736123	0.155709086422817	5.03432829608623	4.79527266088004e-07	0.000126009488413541
